id,visitors
air_00a91d42b08b08d9_2017-04-23,19.18629
air_00a91d42b08b08d9_2017-04-24,16.980785
air_00a91d42b08b08d9_2017-04-25,16.230759
air_00a91d42b08b08d9_2017-04-26,19.066563
air_00a91d42b08b08d9_2017-04-27,19.685492
air_00a91d42b08b08d9_2017-04-28,25.23114
air_00a91d42b08b08d9_2017-04-29,23.597963
air_00a91d42b08b08d9_2017-04-30,19.483467
air_00a91d42b08b08d9_2017-05-01,15.660199
air_00a91d42b08b08d9_2017-05-02,15.918416
air_00a91d42b08b08d9_2017-05-03,18.57777
air_00a91d42b08b08d9_2017-05-04,18.354282
air_00a91d42b08b08d9_2017-05-05,21.317402
air_00a91d42b08b08d9_2017-05-06,21.132273
air_00a91d42b08b08d9_2017-05-07,18.884237
air_00a91d42b08b08d9_2017-05-08,16.411228
air_00a91d42b08b08d9_2017-05-09,15.556787
air_00a91d42b08b08d9_2017-05-10,17.75204
air_00a91d42b08b08d9_2017-05-11,18.72707
air_00a91d42b08b08d9_2017-05-12,22.376974
air_00a91d42b08b08d9_2017-05-13,22.674967
air_00a91d42b08b08d9_2017-05-14,19.64536
air_00a91d42b08b08d9_2017-05-15,17.253702
air_00a91d42b08b08d9_2017-05-16,16.291672
air_00a91d42b08b08d9_2017-05-17,19.090786
air_00a91d42b08b08d9_2017-05-18,19.771141
air_00a91d42b08b08d9_2017-05-19,23.968342
air_00a91d42b08b08d9_2017-05-20,23.734583
air_00a91d42b08b08d9_2017-05-21,20.402424
air_00a91d42b08b08d9_2017-05-22,18.124662
air_00a91d42b08b08d9_2017-05-23,17.046942
air_00a91d42b08b08d9_2017-05-24,20.456787
air_00a91d42b08b08d9_2017-05-25,20.909697
air_00a91d42b08b08d9_2017-05-26,25.549864
air_00a91d42b08b08d9_2017-05-27,24.75822
air_00a91d42b08b08d9_2017-05-28,21.146515
air_00a91d42b08b08d9_2017-05-29,19.078297
air_00a91d42b08b08d9_2017-05-30,17.867275
air_00a91d42b08b08d9_2017-05-31,21.850937
air_0164b9927d20bcc3_2017-04-23,25.111687
air_0164b9927d20bcc3_2017-04-24,18.804043
air_0164b9927d20bcc3_2017-04-25,9.410967
air_0164b9927d20bcc3_2017-04-26,13.800376
air_0164b9927d20bcc3_2017-04-27,9.436886
air_0164b9927d20bcc3_2017-04-28,33.662605
air_0164b9927d20bcc3_2017-04-29,19.354593
air_0164b9927d20bcc3_2017-04-30,21.855835
air_0164b9927d20bcc3_2017-05-01,9.432594
air_0164b9927d20bcc3_2017-05-02,12.875029
air_0164b9927d20bcc3_2017-05-03,21.625027
air_0164b9927d20bcc3_2017-05-04,16.449356
air_0164b9927d20bcc3_2017-05-05,15.910295
air_0164b9927d20bcc3_2017-05-06,20.839394
air_0164b9927d20bcc3_2017-05-07,24.237064
air_0164b9927d20bcc3_2017-05-08,18.425703
air_0164b9927d20bcc3_2017-05-09,9.537039
air_0164b9927d20bcc3_2017-05-10,25.994904
air_0164b9927d20bcc3_2017-05-11,24.881035
air_0164b9927d20bcc3_2017-05-12,31.814358
air_0164b9927d20bcc3_2017-05-13,16.008318
air_0164b9927d20bcc3_2017-05-14,24.781162
air_0164b9927d20bcc3_2017-05-15,19.175821
air_0164b9927d20bcc3_2017-05-16,22.7938
air_0164b9927d20bcc3_2017-05-17,27.06271
air_0164b9927d20bcc3_2017-05-18,25.680086
air_0164b9927d20bcc3_2017-05-19,32.449696
air_0164b9927d20bcc3_2017-05-20,23.01456
air_0164b9927d20bcc3_2017-05-21,25.35868
air_0164b9927d20bcc3_2017-05-22,19.986834
air_0164b9927d20bcc3_2017-05-23,23.420935
air_0164b9927d20bcc3_2017-05-24,28.16053
air_0164b9927d20bcc3_2017-05-25,26.55579
air_0164b9927d20bcc3_2017-05-26,32.99311
air_0164b9927d20bcc3_2017-05-27,23.721506
air_0164b9927d20bcc3_2017-05-28,25.919218
air_0164b9927d20bcc3_2017-05-29,20.8385
air_0164b9927d20bcc3_2017-05-30,24.059444
air_0164b9927d20bcc3_2017-05-31,29.3053
air_0241aa3964b7f861_2017-04-23,18.772297
air_0241aa3964b7f861_2017-04-24,15.42462
air_0241aa3964b7f861_2017-04-25,17.970875
air_0241aa3964b7f861_2017-04-26,21.928053
air_0241aa3964b7f861_2017-04-27,21.241718
air_0241aa3964b7f861_2017-04-28,31.425674
air_0241aa3964b7f861_2017-04-29,22.639973
air_0241aa3964b7f861_2017-04-30,20.759111
air_0241aa3964b7f861_2017-05-01,13.991928
air_0241aa3964b7f861_2017-05-02,17.970957
air_0241aa3964b7f861_2017-05-03,21.822052
air_0241aa3964b7f861_2017-05-04,24.042715
air_0241aa3964b7f861_2017-05-05,26.963562
air_0241aa3964b7f861_2017-05-06,20.848248
air_0241aa3964b7f861_2017-05-07,17.827534
air_0241aa3964b7f861_2017-05-08,14.504153
air_0241aa3964b7f861_2017-05-09,15.862136
air_0241aa3964b7f861_2017-05-10,19.153057
air_0241aa3964b7f861_2017-05-11,18.624489
air_0241aa3964b7f861_2017-05-12,26.976406
air_0241aa3964b7f861_2017-05-13,22.920818
air_0241aa3964b7f861_2017-05-14,18.707607
air_0241aa3964b7f861_2017-05-15,15.119251
air_0241aa3964b7f861_2017-05-16,17.135092
air_0241aa3964b7f861_2017-05-17,20.879337
air_0241aa3964b7f861_2017-05-18,20.418903
air_0241aa3964b7f861_2017-05-19,29.081852
air_0241aa3964b7f861_2017-05-20,23.775307
air_0241aa3964b7f861_2017-05-21,19.720324
air_0241aa3964b7f861_2017-05-22,15.869402
air_0241aa3964b7f861_2017-05-23,18.526144
air_0241aa3964b7f861_2017-05-24,22.653336
air_0241aa3964b7f861_2017-05-25,22.113142
air_0241aa3964b7f861_2017-05-26,31.26593
air_0241aa3964b7f861_2017-05-27,24.559784
air_0241aa3964b7f861_2017-05-28,20.780262
air_0241aa3964b7f861_2017-05-29,16.699402
air_0241aa3964b7f861_2017-05-30,19.987343
air_0241aa3964b7f861_2017-05-31,24.527058
air_0328696196e46f18_2017-04-23,10.499641
air_0328696196e46f18_2017-04-24,8.534872
air_0328696196e46f18_2017-04-25,9.621984
air_0328696196e46f18_2017-04-26,11.616621
air_0328696196e46f18_2017-04-27,11.958456
air_0328696196e46f18_2017-04-28,13.147198
air_0328696196e46f18_2017-04-29,12.829964
air_0328696196e46f18_2017-04-30,9.687454
air_0328696196e46f18_2017-05-01,7.0719156
air_0328696196e46f18_2017-05-02,7.8901925
air_0328696196e46f18_2017-05-03,11.503137
air_0328696196e46f18_2017-05-04,11.052448
air_0328696196e46f18_2017-05-05,12.755887
air_0328696196e46f18_2017-05-06,11.177482
air_0328696196e46f18_2017-05-07,9.739044
air_0328696196e46f18_2017-05-08,7.484557
air_0328696196e46f18_2017-05-09,8.312962
air_0328696196e46f18_2017-05-10,10.249893
air_0328696196e46f18_2017-05-11,10.501202
air_0328696196e46f18_2017-05-12,12.853549
air_0328696196e46f18_2017-05-13,13.6916275
air_0328696196e46f18_2017-05-14,10.009467
air_0328696196e46f18_2017-05-15,7.924249
air_0328696196e46f18_2017-05-16,8.873473
air_0328696196e46f18_2017-05-17,10.942699
air_0328696196e46f18_2017-05-18,11.27257
air_0328696196e46f18_2017-05-19,13.374623
air_0328696196e46f18_2017-05-20,13.925264
air_0328696196e46f18_2017-05-21,10.26531
air_0328696196e46f18_2017-05-22,8.395499
air_0328696196e46f18_2017-05-23,9.471875
air_0328696196e46f18_2017-05-24,11.715848
air_0328696196e46f18_2017-05-25,12.095697
air_0328696196e46f18_2017-05-26,13.910899
air_0328696196e46f18_2017-05-27,14.1478815
air_0328696196e46f18_2017-05-28,10.670734
air_0328696196e46f18_2017-05-29,8.891283
air_0328696196e46f18_2017-05-30,10.115236
air_0328696196e46f18_2017-05-31,12.534329
air_034a3d5b40d5b1b1_2017-04-23,28.597012
air_034a3d5b40d5b1b1_2017-04-24,17.36401
air_034a3d5b40d5b1b1_2017-04-25,16.79426
air_034a3d5b40d5b1b1_2017-04-26,18.848835
air_034a3d5b40d5b1b1_2017-04-27,17.987356
air_034a3d5b40d5b1b1_2017-04-28,20.1912
air_034a3d5b40d5b1b1_2017-04-29,22.426453
air_034a3d5b40d5b1b1_2017-04-30,29.023657
air_034a3d5b40d5b1b1_2017-05-01,17.198034
air_034a3d5b40d5b1b1_2017-05-02,16.302914
air_034a3d5b40d5b1b1_2017-05-03,23.705997
air_034a3d5b40d5b1b1_2017-05-04,23.608446
air_034a3d5b40d5b1b1_2017-05-05,29.097692
air_034a3d5b40d5b1b1_2017-05-06,26.72804
air_034a3d5b40d5b1b1_2017-05-07,27.056744
air_034a3d5b40d5b1b1_2017-05-08,17.362864
air_034a3d5b40d5b1b1_2017-05-09,16.308216
air_034a3d5b40d5b1b1_2017-05-10,17.878502
air_034a3d5b40d5b1b1_2017-05-11,17.351694
air_034a3d5b40d5b1b1_2017-05-12,18.99531
air_034a3d5b40d5b1b1_2017-05-13,23.098598
air_034a3d5b40d5b1b1_2017-05-14,28.07008
air_034a3d5b40d5b1b1_2017-05-15,17.639854
air_034a3d5b40d5b1b1_2017-05-16,16.692665
air_034a3d5b40d5b1b1_2017-05-17,18.63141
air_034a3d5b40d5b1b1_2017-05-18,17.985102
air_034a3d5b40d5b1b1_2017-05-19,19.458252
air_034a3d5b40d5b1b1_2017-05-20,23.674587
air_034a3d5b40d5b1b1_2017-05-21,29.043034
air_034a3d5b40d5b1b1_2017-05-22,17.975702
air_034a3d5b40d5b1b1_2017-05-23,17.116323
air_034a3d5b40d5b1b1_2017-05-24,19.49247
air_034a3d5b40d5b1b1_2017-05-25,18.648413
air_034a3d5b40d5b1b1_2017-05-26,19.956234
air_034a3d5b40d5b1b1_2017-05-27,24.199215
air_034a3d5b40d5b1b1_2017-05-28,29.947876
air_034a3d5b40d5b1b1_2017-05-29,18.39959
air_034a3d5b40d5b1b1_2017-05-30,17.575615
air_034a3d5b40d5b1b1_2017-05-31,20.441746
air_036d4f1ee7285390_2017-04-23,28.597012
air_036d4f1ee7285390_2017-04-24,17.36401
air_036d4f1ee7285390_2017-04-25,16.79426
air_036d4f1ee7285390_2017-04-26,18.848835
air_036d4f1ee7285390_2017-04-27,17.987356
air_036d4f1ee7285390_2017-04-28,20.1912
air_036d4f1ee7285390_2017-04-29,22.426453
air_036d4f1ee7285390_2017-04-30,29.023657
air_036d4f1ee7285390_2017-05-01,17.198034
air_036d4f1ee7285390_2017-05-02,16.302914
air_036d4f1ee7285390_2017-05-03,23.705997
air_036d4f1ee7285390_2017-05-04,23.608446
air_036d4f1ee7285390_2017-05-05,29.097692
air_036d4f1ee7285390_2017-05-06,26.72804
air_036d4f1ee7285390_2017-05-07,27.056744
air_036d4f1ee7285390_2017-05-08,17.362864
air_036d4f1ee7285390_2017-05-09,16.308216
air_036d4f1ee7285390_2017-05-10,17.878502
air_036d4f1ee7285390_2017-05-11,17.351694
air_036d4f1ee7285390_2017-05-12,18.99531
air_036d4f1ee7285390_2017-05-13,23.098598
air_036d4f1ee7285390_2017-05-14,28.07008
air_036d4f1ee7285390_2017-05-15,17.639854
